refYear,country,imports,exports,total_trade,import_export_ratio,prev_trade,yoy_change,volatility_score,dependency_score,year,event_count,avg_goldstein,avg_tone,conflict_ratio,disruption_index,risk_label,node_id,predicted_risk,prob_low,prob_medium,prob_high,confidence,risk_category,total_trade_B,imports_B,exports_B,yoy_pct,risk_score,phase,phase_order,country_tableau,confidence_pct,confidence_bucket,trade_balance_type
2022,Germany,0.093715054280537,0.1336635978357306,62641275710.119,1.0654250369797755,25115554630.191,0.0685537982778743,0.0849981231304301,0.0310583103446617,2022.0,0.2120721185266042,0.6560947549035646,0.2385810912324175,0.6834870856338002,0.1733559461491811,0,Germany_2022,0,0.9622339,0.034589466,0.0031766044,0.9622339,Low,62.641,5.87,8.373,6.86,29.9,Post-COVID (2022),4,Germany,96.2,High (≥80%),Balanced
2019,Hungary,0.0128685069199482,0.0040241568662669,5418162827.0,4.522382151727605,0.0,0.0257574309132079,0.0130044441657721,0.4863958174567651,2019.0,0.0452363697631287,0.7563151399103151,0.3849615639106568,0.6373702698979622,0.2647534706723246,0,Hungary_2019,0,0.8867904,0.0049018,0.10830779,0.8867904,Low,5.418,0.07,0.022,2.58,45.7,Pre-COVID (2019),1,Hungary,88.7,High (≥80%),Import-heavy
2020,Hungary,0.0,0.0034817012267164,858328350.0,0.0,5418162827.0,0.0016518468090557,0.0130044441657721,0.4863958174567651,2020.0,0.0313779957884993,0.7453579577568271,0.2747448218681846,0.7305254436462675,0.2628839557094927,0,Hungary_2020,0,0.9023583,0.009356172,0.08828555,0.9023583,Low,0.858,0.0,0.003,0.17,45.3,COVID Shock (2020),2,Hungary,90.2,High (≥80%),Export-heavy
2021,Hungary,0.0,0.0051922356972611,1245554014.0,0.0,858328350.0,0.0386794777030278,0.0130044441657721,0.4863958174567651,2021.0,0.0327543504276219,0.8232580695761202,0.3262439874204791,0.6538801767673413,0.2639426084116776,0,Hungary_2021,0,0.84578466,0.113637224,0.040578105,0.84578466,Low,1.246,0.0,0.006,3.87,45.5,Recovery (2021),3,Hungary,84.6,High (≥80%),Export-heavy
2022,Hungary,0.0164003715343751,0.0062674563850576,7143773976.0,3.797830415439509,1245554014.0,0.1613946985406563,0.0130044441657721,0.4863958174567651,2022.0,0.0493193745685571,0.8219861710543112,0.4035388744025417,0.5627945664078097,0.2825522997234798,0,Hungary_2022,0,0.66911435,0.30661482,0.02427085,0.66911435,Low,7.144,0.117,0.045,16.14,48.7,Post-COVID (2022),4,Hungary,66.9,Medium (50-80%),Import-heavy
2019,India,0.0,0.0024603858117342,627126029.012,0.0,0.0,0.0257574309132079,0.0476202085995823,0.4543445195276042,2019.0,0.092350181178484,0.4160530232796979,0.3003381911917146,0.9078512686476184,0.2992351880607315,0,India_2019,0,0.797713,0.024465716,0.1778213,0.797713,Low,0.627,0.0,0.002,2.58,51.6,Pre-COVID (2019),1,India,79.8,Medium (50-80%),Export-heavy
2020,India,0.0,0.001755175777301,467482696.156,0.0,627126029.012,0.0184659357437951,0.0476202085995823,0.4543445195276042,2020.0,0.0808788251956998,0.4292642406590555,0.0724250430014018,0.8779564199879494,0.2705013469088673,0,India_2020,0,0.85824203,0.054258082,0.08749983,0.85824203,Low,0.467,0.0,0.001,1.85,46.6,COVID Shock (2020),2,India,85.8,High (≥80%),Export-heavy
2021,India,0.0,0.0025299330653912,642869927.741,0.0,467482696.156,0.0365035850551018,0.0476202085995823,0.4543445195276042,2021.0,0.0630512395157269,0.4795406687691621,0.1660052569201869,0.8710185817074474,0.2824262224209319,0,India_2021,1,0.3261897,0.66277033,0.0110399425,0.66277033,Medium,0.643,0.0,0.002,3.65,48.7,Recovery (2021),3,India,66.3,Medium (50-80%),Export-heavy
2022,India,0.0619016846918433,0.0048377513021058,22508881799.007,18.31584013433545,642869927.741,1.0,0.0476202085995823,0.4543445195276042,2022.0,0.061842865167206,0.3600072406929046,0.2823847579647869,0.9954453095879828,0.5054274646964518,1,India_2022,1,0.035270497,0.96385384,0.0008756542,0.96385384,Medium,22.509,1.393,0.109,100.0,87.2,Post-COVID (2022),4,India,96.4,High (≥80%),Import-heavy
2019,Indonesia,0.0,0.0017524689308344,466869928.37,0.0,0.0,0.0257574309132079,0.0093857226531814,0.1339638989562298,2019.0,0.0740620766287071,0.6981242686445174,0.4682381341925617,0.678122631279889,0.190000385828893,0,Indonesia_2019,0,0.9697319,0.0110166175,0.019251393,0.9697319,Low,0.467,0.0,0.001,2.58,32.8,Pre-COVID (2019),1,Indonesia,97.0,High (≥80%),Export-heavy
2020,Indonesia,0.0,0.0016277637492637,438639543.324,0.0,466869928.37,0.024025456255263,0.0093857226531814,0.1339638989562298,2020.0,0.0646172493216577,0.7171044277511673,0.2017800870827991,0.6589528947922614,0.1601327257131836,0,Indonesia_2020,0,0.9889305,0.0037003267,0.00736913,0.9889305,Low,0.439,0.0,0.001,2.4,27.6,COVID Shock (2020),2,Indonesia,98.9,High (≥80%),Export-heavy
2021,Indonesia,0.0082534962602199,0.0021829617964127,3410112325.3450003,5.042831180024046,438639543.324,0.2197944565125876,0.0093857226531814,0.1339638989562298,2021.0,0.0588995976023107,0.7147483956193476,0.3598132491161301,0.6453607909442278,0.2130510263907765,0,Indonesia_2021,0,0.99380565,0.0039336015,0.0022608018,0.99380565,Low,3.41,0.028,0.007,21.98,36.7,Recovery (2021),3,Indonesia,99.4,High (≥80%),Import-heavy
2022,Indonesia,0.0120993213647069,0.0035807855557065,5052580145.269,4.736622048220514,3410112325.3450003,0.0395532921892699,0.0093857226531814,0.1339638989562298,2022.0,0.0722702868622904,0.807305558220016,0.4872438965356896,0.5538608875391873,0.1760208727573129,0,Indonesia_2022,0,0.97943074,0.017675778,0.0028934637,0.97943074,Low,5.053,0.061,0.018,3.96,30.4,Post-COVID (2022),4,Indonesia,97.9,High (≥80%),Import-heavy
2019,Ireland,0.0,0.0325434021756177,7437229062.433,0.0,0.0,0.0257574309132079,0.0319782705706178,0.6984092497466736,2019.0,0.0995101152854153,0.6043423650668152,0.3695379973593868,0.6201439637319446,0.3193226740862257,0,Ireland_2019,2,0.014656934,0.005918148,0.97942495,0.97942495,High,7.437,0.0,0.242,2.58,55.1,Pre-COVID (2019),1,Ireland,97.9,High (≥80%),Export-heavy
2020,Ireland,0.0,0.0369425879540228,8433103546.95,0.0,7437229062.433,0.0295928610945019,0.0319782705706178,0.6984092497466736,2020.0,0.0784683260879641,0.5253225632660375,0.0832817209384247,0.7823971998809277,0.3158021179027357,0,Ireland_2020,2,0.01859988,0.00650875,0.97489136,0.97489136,High,8.433,0.0,0.312,2.96,54.5,COVID Shock (2020),2,Ireland,97.5,High (≥80%),Export-heavy
2021,Ireland,0.0188566186711055,0.0501927382526776,17934356578.64,0.5686987269190451,8433103546.95,0.0580285543847062,0.0319782705706178,0.6984092497466736,2021.0,0.0780041224892049,0.5819518685401164,0.144829366289928,0.7468276213715065,0.3223085843195138,0,Ireland_2021,0,0.47256106,0.16691515,0.36052382,0.47256106,Low,17.934,0.338,0.9,5.8,55.6,Recovery (2021),3,Ireland,47.3,Low (<50%),Export-heavy
2022,Ireland,0.0303511063011104,0.0536571991754045,22681906794.555,0.8565997584141227,17934356578.64,0.0333397909174172,0.0319782705706178,0.6984092497466736,2022.0,0.0810593769145012,0.6488943200135868,0.358790923711859,0.6133361568963404,0.3187432676969742,0,Ireland_2022,0,0.4870698,0.4792627,0.03366756,0.4870698,Low,22.682,0.688,1.217,3.33,55.0,Post-COVID (2022),4,Ireland,48.7,Low (<50%),Balanced
2019,Israel,0.005583835163071,0.0104862363214865,4369289000.0,0.7877658452566717,0.0,0.0257574309132079,0.0098796354286226,0.3014966366345126,2019.0,0.2278296812792542,0.484998625227357,0.1935747766419731,0.8918365458198622,0.2366224955070331,0,Israel_2019,0,0.8033584,0.0029179212,0.19372366,0.8033584,Low,4.369,0.024,0.046,2.58,40.8,Pre-COVID (2019),1,Israel,80.3,High (≥80%),Balanced
2020,Israel,0.0,0.0131370709762893,3044082000.0,0.0,4369289000.0,0.0170699555985575,0.0098796354286226,0.3014966366345126,2020.0,0.2093917310853021,0.5930354401289684,0.1529576316878889,0.7950613004085443,0.2163069991369969,0,Israel_2020,0,0.80202293,0.0019225415,0.19605453,0.80202293,Low,3.044,0.0,0.04,1.71,37.3,COVID Shock (2020),2,Israel,80.2,High (≥80%),Export-heavy
2021,Israel,0.0,0.0180503527751972,4156336000.0,0.0,3044082000.0,0.0362231304646584,0.0098796354286226,0.3014966366345126,2021.0,0.195424910480052,0.445388480402688,0.0867413844311096,0.8989063330948953,0.2290927642874919,0,Israel_2021,0,0.94246334,0.009908149,0.04762842,0.94246334,Low,4.156,0.0,0.075,3.62,39.5,Recovery (2021),3,Israel,94.2,High (≥80%),Export-heavy
2022,Israel,0.0095498069483081,0.0227032768537051,8502405000.0,0.6320488645723007,4156336000.0,0.0557081050433036,0.0098796354286226,0.3014966366345126,2022.0,0.2099823714619334,0.5845980421262023,0.1842007534401322,0.7936814265361422,0.2269519601203102,0,Israel_2022,0,0.91347736,0.06779427,0.018728284,0.91347736,Low,8.502,0.081,0.193,5.57,39.1,Post-COVID (2022),4,Israel,91.3,High (≥80%),Export-heavy
2019,Italy,0.0075524016487714,0.0098597677031138,4906228630.628,1.1311267319956548,0.0,0.0257574309132079,0.0075237755286471,0.0097172772866914,2019.0,0.1794425431363454,0.5537349502959993,0.2878608952683922,0.7403238221038392,0.1496726010053237,0,Italy_2019,0,0.92211497,0.0030794526,0.07480558,0.92211497,Low,4.906,0.037,0.048,2.58,25.8,Pre-COVID (2019),1,Italy,92.2,High (≥80%),Balanced
2020,Italy,0.0076219344062979,0.0093147989842803,4806834999.558001,1.2061769732384255,4906228630.628,0.0251771591899022,0.0075237755286471,0.0097172772866914,2020.0,0.1679584712261866,0.5656559471906625,0.0732164725628281,0.7296779180954182,0.126495218788843,0,Italy_2020,0,0.9471321,0.0021737125,0.05069419,0.9471321,Low,4.807,0.037,0.045,2.52,21.8,COVID Shock (2020),2,Italy,94.7,High (≥80%),Balanced
2021,Italy,0.0114227044491198,0.0109078779310148,6477969209.73,1.5509400097511614,4806834999.558001,0.0357154452883609,0.0075237755286471,0.0097172772866914,2021.0,0.1330899894981614,0.5662937085098539,0.3362452910954616,0.7722477437073526,0.1612912317035882,0,Italy_2021,0,0.9649967,0.014378504,0.020624751,0.9649967,Low,6.478,0.074,0.071,3.57,27.8,Recovery (2021),3,Italy,96.5,High (≥80%),Import-heavy
2022,Italy,0.016812649448892,0.0128951894090305,8786292889.0,1.939222464485571,6477969209.73,0.0359639690109387,0.0075237755286471,0.0097172772866914,2022.0,0.1272567384390457,0.5950406059601069,0.345267110272436,0.7291361828409617,0.1557763842358426,0,Italy_2022,0,0.92171407,0.060069937,0.018216018,0.92171407,Low,8.786,0.148,0.113,3.6,26.9,Post-COVID (2022),4,Italy,92.2,High (≥80%),Import-heavy
2019,Japan,0.0,0.2079338691315427,47141597022.145,0.0,0.0,0.0257574309132079,0.0252477336862948,0.3980984717851592,2019.0,0.1880346808134249,0.8804739207486121,0.59383141673882,0.520321189657587,0.2496817443573399,0,Japan_2019,0,0.6771543,0.07510767,0.24773802,0.6771543,Low,47.142,0.0,9.802,2.58,43.1,Pre-COVID (2019),1,Japan,67.7,Medium (50-80%),Export-heavy
2020,Japan,0.0,0.2158218948140164,48927264622.034,0.0,47141597022.145,0.0268423989932463,0.0252477336862948,0.3980984717851592,2020.0,0.1281660356207083,0.7887459488482341,0.3865198840638322,0.6369726818657605,0.2466653085370748,0,Japan_2020,0,0.80782604,0.049324203,0.14284971,0.80782604,Low,48.927,0.0,10.56,2.68,42.5,COVID Shock (2020),2,Japan,80.8,High (≥80%),Export-heavy
2021,Japan,0.0,0.2587961993427977,58655658812.65,0.0,48927264622.034,0.031452655531365,0.0252477336862948,0.3980984717851592,2021.0,0.1189615104412034,0.8982156444309263,0.5222039999063218,0.5938563928167043,0.2546883280715891,0,Japan_2021,0,0.9310188,0.051666755,0.017314399,0.9310188,Low,58.656,0.0,15.18,3.15,43.9,Recovery (2021),3,Japan,93.1,High (≥80%),Export-heavy
2022,Japan,0.0,0.254061229715359,57583770587.316,0.0,58655658812.65,0.0252339989767697,0.0252477336862948,0.3980984717851592,2022.0,0.140030393233913,0.808378911208238,0.4988126124005484,0.607993461102283,0.2532260182529295,0,Japan_2022,0,0.91901016,0.076176375,0.00481354,0.91901016,Low,57.584,0.0,14.63,2.52,43.7,Post-COVID (2022),4,Japan,91.9,High (≥80%),Export-heavy
2019,Malaysia,0.0,0.2219319285483583,50310435736.434,0.0,0.0,0.0257574309132079,0.1631502187247197,0.1481373569716539,2019.0,0.0763550979074027,0.6771256600365021,0.3605794680438082,0.6853879708460416,0.229997033474258,0,Malaysia_2019,0,0.6837964,0.014435369,0.30176815,0.6837964,Low,50.31,0.0,11.165,2.58,39.7,Pre-COVID (2019),1,Malaysia,68.4,Medium (50-80%),Export-heavy
2020,Malaysia,0.0,0.2384345798807268,54046256457.955,0.0,50310435736.434,0.0278843383106705,0.1631502187247197,0.1481373569716539,2020.0,0.0552194564959767,0.7010454206004574,0.0793741491918631,0.6268696445436353,0.1935241341231951,0,Malaysia_2020,0,0.75416046,0.009499492,0.2363401,0.75416046,Low,54.046,0.0,12.886,2.79,33.4,COVID Shock (2020),2,Malaysia,75.4,Medium (50-80%),Export-heavy
2021,Malaysia,0.0,0.2870584631217313,65053585335.847,0.0,54046256457.955,0.0315910351000616,0.1631502187247197,0.1481373569716539,2021.0,0.0374830859200402,0.6770961495429636,0.288785925019406,0.7086947833400246,0.227480421883286,0,Malaysia_2021,0,0.96334344,0.011991232,0.02466534,0.96334344,Low,65.054,0.0,18.674,3.16,39.2,Recovery (2021),3,Malaysia,96.3,High (≥80%),Export-heavy
2022,Malaysia,0.130021298294125,0.3750875291248361,129812420354.007,0.5275402615983326,65053585335.847,0.0542707926701872,0.1631502187247197,0.1481373569716539,2022.0,0.0350916245785727,0.7188439894034608,0.3461505041816248,0.6053288582397671,0.2222479425484944,0,Malaysia_2022,0,0.9748547,0.021676395,0.0034689258,0.9748547,Low,129.812,16.878,48.691,5.43,38.3,Post-COVID (2022),4,Malaysia,97.5,High (≥80%),Export-heavy
2019,Malta,0.0010588824897497,0.0020704501554473,903954091.883,0.6775505458853872,0.0,0.0257574309132079,0.0003768357899179,0.266169646050142,2019.0,0.0176406398726904,0.5457561168628592,0.1478261093889667,0.7633267527529867,0.2010885722839971,0,Malta_2019,0,0.96583366,0.0034902033,0.030676093,0.96583366,Low,0.904,0.001,0.002,2.58,34.7,Pre-COVID (2019),1,Malta,96.6,High (≥80%),Balanced
2020,Malta,0.0009674385837702,0.0020877810082287,876347725.6899999,0.6145635011325665,903954091.883,0.0248826818161597,0.0003768357899179,0.266169646050142,2020.0,0.0106866170897223,0.5174624012803866,0.0,0.8360568564115672,0.1970405270744779,0,Malta_2020,0,0.9833561,0.0015737523,0.015070097,0.9833561,Low,0.876,0.001,0.002,2.49,34.0,COVID Shock (2020),2,Malta,98.3,High (≥80%),Export-heavy
2021,Malta,0.0012586888467424,0.0018253144047472,917353820.982,0.8978668720913984,876347725.6899999,0.0270977018062133,0.0003768357899179,0.266169646050142,2021.0,0.0099198683439119,0.4952518075726836,0.1281000876792876,0.7908034498715618,0.2035055288594166,0,Malta_2021,0,0.9888798,0.0036901555,0.007430145,0.9888798,Low,0.917,0.001,0.002,2.71,35.1,Recovery (2021),3,Malta,98.9,High (≥80%),Balanced
2022,Malta,0.0016229731521159,0.0032739780806878,1370902446.882,0.6897505994417047,917353820.982,0.0399188773690278,0.0003768357899179,0.266169646050142,2022.0,0.00940328379432,0.5834598887252833,0.1524893219152161,0.7553798728536564,0.2031951508428865,0,Malta_2022,0,0.97199583,0.019457137,0.008547023,0.97199583,Low,1.371,0.002,0.004,3.99,35.0,Post-COVID (2022),4,Malta,97.2,High (≥80%),Balanced
2019,Mexico,0.0656404028434266,0.0120039699829545,25420251304.0,8.119130592219802,0.0,0.0257574309132079,0.016130054427856,0.2820476476441424,2019.0,0.1042099509428915,0.6250542638444323,0.2081404688794612,0.7263298071129916,0.2102659323769288,0,Mexico_2019,0,0.8746831,0.008146923,0.11716995,0.8746831,Low,25.42,1.669,0.305,2.58,36.3,Pre-COVID (2019),1,Mexico,87.5,High (≥80%),Import-heavy
2020,Mexico,0.0573064956068363,0.0153726808049159,23309335704.0,5.565690743237515,25420251304.0,0.0233788843181117,0.016130054427856,0.2820476476441424,2020.0,0.0723271111627454,0.5771126132182816,0.1340326722884297,0.7089697486249189,0.1997754346255955,0,Mexico_2020,0,0.94537175,0.0029095514,0.05171876,0.94537175,Low,23.309,1.336,0.358,2.34,34.5,COVID Shock (2020),2,Mexico,94.5,High (≥80%),Import-heavy
2021,Mexico,0.0651458778711014,0.0187828398877325,26784320341.0,5.196983928225327,23309335704.0,0.0300275857804987,0.016130054427856,0.2820476476441424,2021.0,0.080740575610295,0.6310392628493634,0.3388476846592848,0.6551779685810856,0.2135179091485834,0,Mexico_2021,0,0.9793434,0.0073314984,0.013325116,0.9793434,Low,26.784,1.745,0.503,3.0,36.8,Recovery (2021),3,Mexico,97.9,High (≥80%),Import-heavy
2022,Mexico,0.0785688513816847,0.0224515889495366,32243054700.0,5.257537473963173,26784320341.0,0.0315949990646779,0.016130054427856,0.2820476476441424,2022.0,0.0749642211012217,0.5192524837664719,0.3633501278554943,0.7663190057807201,0.2329527917049854,0,Mexico_2022,0,0.966305,0.024973763,0.008721191,0.966305,Low,32.243,2.533,0.724,3.16,40.2,Post-COVID (2022),4,Mexico,96.6,High (≥80%),Import-heavy
2019,Morocco,0.0,0.0020140468482574,526085152.9130001,0.0,0.0,0.0257574309132079,0.0018693507819273,0.2034827321734048,2019.0,0.0364625604986436,0.7411322265017508,0.6270886995590774,0.5339742246463757,0.1993879781134351,0,Morocco_2019,0,0.97769976,0.006777329,0.015522953,0.97769976,Low,0.526,0.0,0.001,2.58,34.4,Pre-COVID (2019),1,Morocco,97.8,High (≥80%),Export-heavy
2020,Morocco,0.0,0.0013325702810802,371814531.204,0.0,526085152.9130001,0.0173580395501518,0.0018693507819273,0.2034827321734048,2020.0,0.0348243011053573,0.828426924431219,0.5726655333112678,0.5447815977606568,0.1938868891831851,0,Morocco_2020,0,0.9882516,0.0039374465,0.007810946,0.9882516,Low,0.372,0.0,0.0,1.74,33.4,COVID Shock (2020),2,Morocco,98.8,High (≥80%),Export-heavy
2021,Morocco,0.0,0.0021699041863971,561367669.746,0.0,371814531.204,0.0403598649651956,0.0018693507819273,0.2034827321734048,2021.0,0.0416699495072922,0.8001544577647081,0.5009558824309503,0.598845727451879,0.1994259086318454,0,Morocco_2021,0,0.9772914,0.017697034,0.0050115753,0.9772914,Low,0.561,0.0,0.001,4.04,34.4,Recovery (2021),3,Morocco,97.7,High (≥80%),Export-heavy
2022,Morocco,0.0024298286646047,0.0031692116806665,1625387882.005,1.0637542468989736,561367669.746,0.0800478399621476,0.0018693507819273,0.2034827321734048,2022.0,0.0378334964187144,0.8589440560499589,0.6554503018801836,0.4927761320682496,0.2069025062686147,0,Morocco_2022,0,0.91359067,0.07926937,0.0071399696,0.91359067,Low,1.625,0.004,0.005,8.0,35.7,Post-COVID (2022),4,Morocco,91.4,High (≥80%),Balanced
2019,Netherlands,0.0556056226881203,0.0880038240587019,39164898591.387,0.95900962333078,0.0,0.0257574309132079,0.0302596082440499,0.0040481106125121,2019.0,0.085278897315238,0.5436868978992045,0.1706212079568174,0.8174463778026313,0.154920473775061,0,Netherlands_2019,0,0.9508116,0.000796829,0.04839152,0.9508116,Low,39.165,2.178,3.447,2.58,26.7,Pre-COVID (2019),1,Netherlands,95.1,High (≥80%),Balanced
2020,Netherlands,0.0,0.1038287719142612,23574597297.837,0.0,39164898591.387,0.0143555070737181,0.0302596082440499,0.0040481106125121,2020.0,0.0602408028171849,0.3852791731873669,0.093044584970912,0.9785971763983186,0.1690550464979256,0,Netherlands_2020,0,0.96441966,0.00078802335,0.034792326,0.96441966,Low,23.575,0.0,2.448,1.44,29.2,COVID Shock (2020),2,Netherlands,96.4,High (≥80%),Export-heavy
2021,Netherlands,0.0,0.125424044515958,28463270350.88,0.0,23574597297.837,0.0316971696715082,0.0302596082440499,0.0040481106125121,2021.0,0.0529499163331717,0.5785236868642748,0.1501463683497535,0.8200749161578653,0.1544552183192998,0,Netherlands_2021,0,0.9847003,0.0041803466,0.011119322,0.9847003,Low,28.463,0.0,3.57,3.17,26.6,Recovery (2021),3,Netherlands,98.5,High (≥80%),Export-heavy
2022,Netherlands,0.0453357060649574,0.088191085003879,35666243812.287994,0.7802337544353896,28463270350.88,0.0330059226913232,0.0302596082440499,0.0040481106125121,2022.0,0.0561668292101759,0.5888394031924606,0.2020966592416685,0.7338816257903026,0.1469830044573198,0,Netherlands_2022,0,0.9574878,0.036072247,0.0064399303,0.9574878,Low,35.666,1.617,3.145,3.3,25.3,Post-COVID (2022),4,Netherlands,95.7,High (≥80%),Balanced
2019,Philippines,0.0369803157377481,0.0984179634266512,35100452302.0,0.5705100837180043,0.0,0.0257574309132079,0.0165549540312084,0.0956815070392965,2019.0,0.0813719286294012,0.3103014656915293,0.0414484271646176,0.9994652540746763,0.1881029799794915,0,Philippines_2019,0,0.92210907,0.015084287,0.06280662,0.92210907,Low,35.1,1.298,3.455,2.58,32.4,Pre-COVID (2019),1,Philippines,92.2,High (≥80%),Export-heavy
2020,Philippines,0.0348744207379813,0.1058121176236608,36048210446.0,0.5005344214677334,35100452302.0,0.026530833189546,0.0165549540312084,0.0956815070392965,2020.0,0.0635154431144861,0.4845319510015235,0.0010746913404921,0.8325816023080294,0.1591877390873494,0,Philippines_2020,0,0.96098775,0.006626134,0.032386024,0.96098775,Low,36.048,1.257,3.814,2.65,27.5,COVID Shock (2020),2,Philippines,96.1,High (≥80%),Export-heavy
2021,Philippines,0.0402189340389059,0.1075796421237933,38291114651.0,0.567784653140242,36048210446.0,0.0275395948418298,0.0165549540312084,0.0956815070392965,2021.0,0.0565243924179983,0.4909282502046474,0.215172535445268,0.8519895678011676,0.1837104706522545,0,Philippines_2021,0,0.9765494,0.014257289,0.009193319,0.9765494,Low,38.291,1.54,4.119,2.75,31.7,Recovery (2021),3,Philippines,97.7,High (≥80%),Export-heavy
2022,Philippines,0.0436275857421871,0.1268500235037442,43828781971.0,0.5225686578921998,38291114651.0,0.0298998066242189,0.0165549540312084,0.0956815070392965,2022.0,0.053340894975146,0.5421173632773231,0.3162291538188977,0.8051339278341603,0.1872598288510442,0,Philippines_2022,0,0.9434993,0.05059734,0.0059032594,0.9434993,Low,43.829,1.912,5.56,2.99,32.3,Post-COVID (2022),4,Philippines,94.3,High (≥80%),Export-heavy
2019,Poland,0.0079122171431329,0.0007718901214549,2973005806.0,11.140196078443385,0.0,0.0257574309132079,0.0124841733684723,0.242362874098995,2019.0,0.1053777571481124,0.6247539621924579,0.2767321204862354,0.6375046427442348,0.1927863651781908,0,Poland_2019,0,0.9360895,0.0019398592,0.06197059,0.9360895,Low,2.973,0.024,0.002,2.58,33.2,Pre-COVID (2019),1,Poland,93.6,High (≥80%),Import-heavy
